Nama,cluster_ind_fastrp_256
PT DWI SAPTA PRATAMA,3
PT DWIMITRA GRIYA SENTANI,3
PT DWIPA MEGAH LESTARI,1
PT DWIPANCA CATUR KARYA,0
PT DWITUNGGAL BANGUN PERSADA,3
PT DYANDRA MEDIA INTERNATIONAL TBK,1
PT DYNAMIC POLY INDUSTRY,3
PT EASTPARC HOTEL TBK,1
PT ECART WEBPORTAL INDONESIA,1
PT ECOGREEN OLEOCHEMICALS,0
PT ECOTEKNO ANUGERAH KARYA,1
PT ECOWATER TECHNOLOGY INDONESIA,0
PT ECS INDO JAYA,1
PT EDOWARD RACKING INDONESIA,1
PT EDS MANUFACTURING INDONESIA,3
PT EFA SEJAHTERA ABADI,1
PT EFISHERY AQUACULTURE INDONESIA,0
PT EIGERINDO MULTI PRODUK INDUSTRI,3
PT EIKTO BATTERY INDONESIA,1
PT EKA BOGAINTI,1
PT EKA DHARMA JAYA SAKTI,2
PT EKA GRAHAINTAN MAKMUR,1
PT EKA MAS REPUBLIK,3
PT EKA NUSANTARA LINE,1
PT EKA SARI LORENA TRANSPORT TBK,3
PT EKASA YAD ENERGY,0
PT EKATUNGGAL TUNAS MANDIRI,0
PT ELANG ANDALAN NUSANTARA,1
PT ELANG LANGIT PAPUA,1
PT ELANG PUTRA TRITUNGGAL,1
PT ELC BEAUTY INDONESIA,1
PT ELECTROLUX INDONESIA,0
PT ELECTRONIC CITY INDONESIA TBK,2
PT ELEKTRISINDO,3
PT ELIFE DIGITAL ECOSYSTEM,1
PT ELISABETH BERKAT ENERGI,1
PT ELLIGHT PRIMA INDONESIA,1
PT ELNUSA PETROFIN,2
PT ELO KARSA UTAMA,3
PT ELSISCOM PRIMA KARYA,0
PT EMDEKI UTAMA TBK,2
PT EMERGENCY RESPONSE INDONESIA,3
PT EMIRINDO DINAMIKA PRATAMA,3
PT EMITAMA INTI SURYA,3
PT ENB MOBILE CARE,1
PT ENCONA INTI INDUSTRI,1
PT ENERGI BATU HITAM,1
PT ENERGI BATUBARA LESTARI,0
PT ENERGI SAMUDRA LOGISTICS,3
PT ENERGI SELALU BARU,0
PT ENERGI SINAR BARA,0
PT ENERGI SINAR TAMBANG,0
PT ENERGI UNGGUL PERSADA,3
PT ENERGIZER INDONESIA,3
PT ENERGY CHINA TIANJIN INDONESIA,0
PT ENERGY MARINE INDONESIA,3
PT ENERGY TRANSPORTER INDONESIA,1
PT ENSEVAL MEDIKA PRIMA,3
PT EPS GLOBAL LINK INDONESIA,0
PT EPSINDO JAYA PRATAMA,0
PT EQUATOR MARITIME,1
PT EQUATORIAL KARYANUSA INDAH,1
PT ERA BLU ELEKTRONIK,0
PT ERA FIT INDONESIA,3
PT ERA GRAHAREALTY TBK,3
PT ERA MAJU SEJAHTERA,3
PT ERA MANDIRI CEMERLANG TBK,1
PT ERA MEDIA SEJAHTERA TBK,1
PT ERA PRIMA MEDIKA,1
PT ERA SAWITA,0
PT ERAINDO SARANA JAYA,0
PT ERARESIK HUNIAN,1
PT ERHA CLINIC INDONESIA,2
PT ESE HAKUNA MATATA,3
PT ESHAM DIMA MANDIRI,1
PT ESPAY DEBIT INDONESIA KOE,1
PT ESTA MULTI USAHA TBK,1
PT ESTETIKA BINAGRIYA,3
PT ESTETIKA JAYA PERKASA,0
PT ESTHA YUDHA EKATAMA,0
PT ESTIKA CIPTA ABADI,2
PT ESTIKA TATA TIARA TBK,1
PT ETAM BERSAMA LESTARI,1
PT ETAM MANUNGGAL JAYA,1
PT ETERINDO NUSA GRAHA,3
PT ETERNAL BUANA CHEMICAL INDUSTRIES,3
PT ETHICA INDUSTRI FARMASI,1
PT ETOS INDONUSA,1
PT EVERGREEN SHIPPING AGENCY INDONESIA,3
PT EXXONMOBIL LUBRICANTS INDONESIA,3
PT FAJAR CARGO LOGISTIC,1
PT FAJAR GELORA INTI,1
PT FAJAR JAYA ANUGERAH,1
PT FAJAR MITRA INDAH,1
PT FAJAR SAKTI PRIMA,3
PT FAJAR SEMPURNA DHARMA,0
PT FAJAR SURYA SWADAYA,1
PT FALCON ASIA INVESTAMA,1
PT FALCON PATRIOT UDARA,1
PT FALMACO NONWOVEN INDUSTRI TBK,0
PT FAP AGRI TBK,0
PT FARIKA STEEL,3
PT FARMEL CAHAYA MANDIRI,1
PT FAST FOOD INDONESIA TBK,3
PT FASTANA LOGISTIK INDONESIA,3
PT FASTRATA BUANA,1
PT FIBERHOME TECHNOLOGIES INDONESIA,1
PT FININDO FOODS INDONESIA,3
PT FIRETECH PERKASA,1
PT FIRST MEDIA NEWS,1
PT FIVE STAR SHIPPING,0
PT FKS FOOD SEJAHTERA TBK,1
PT FKS TRUKINDO UTAMA,1
PT FOKUS RITEL INDOPRIMA,3
PT FOKUS RITEL NUSAPRIMA,3
PT FOODS BEVERAGES INDONESIA,3
PT FORMASI AGUNG SELARAS,3
PT FORMOSA INGREDIENT FACTORY TBK,1
PT FORTRESS DATA SERVICES,1
PT FORTUNA KONTRAKTOR,0
PT FORTUNA PARADISO OPTIMA,1
PT FREEPORT INDONESIA,3
PT FRISIAN FLAG INDONESIA,1
PT FUGRO INDONESIA,1
PT FUJI FINANCE INDONESIA TBK,3
PT FUNWORLD PRIMA,1
PT FURNIMART MEBELINDO SAKTI,3
PT FURUKAWA INDOMOBIL BATTERY MANUFACTURING,2
PT FURUKAWA OPTICAL SOLUTIONS INDONESIA,1
PT GADING MURNI,1
PT GADJAH RUKU,1
PT GAGAS ENERGI INDONESIA,0
PT GAIA KENCANA,0
PT GAJAH UNGGUL INTERNASIONAL,0
PT GALA SENTOSA ABADI,1
PT GALDERMA INDONESIA HEALTHCARE,1
PT GALLEY ADHIKA ARNAWAMA,0
PT GALVA,0
PT GALVA GALINDRA MULTI CIPTA,0
PT GALVA TECHNOLOGIES TBK,0
PT GAMA BOJONEGARA JAYA,3
PT GAMA GROUP,3
PT GAMATARA TRANS OCEAN SHIPYARD,0
PT GANDA ALAM MAKMUR,1
PT GANDA JAYA ABADI,0
PT GAPURA ANGKASA,1
PT GARDATAMA MULIA KENCANA,3
PT GARUDA BUMI PERKASA,1
PT GARUDA ELANG NUSANTARA,1
PT GARUDA INDOPRIMA LESTARI,1
PT GARUDA MAINTENANCE FACILITY AERO ASIA TBK,2
PT GARUDA MAS PERKASA,0
PT GARUDA METALINDO TBK,2
PT GARUDA REKSA TEKNOLOGI,0
PT GARUDA SEJAHTERA FURINTRACO,0
PT GARUDAFOOD PUTRA PUTRI JAYA TBK,2
PT GAYA ABADI SEMPURNA TBK,0
PT GAYA MAKMUR TRACTORS,0
PT GAYA POETRA BANGKIT,1
PT GCB COCOA INDONESIA,1
PT GE OPERATIONS INDONESIA,1
PT GELAEL INDOTIM,3
PT GEMA ALAM LESTARI,0
PT GEMA KARYA ABADI,0
PT GEMA LESTARI INDONESIA,3
PT GEMA PERSADA INDOTEKNIK,1
PT GEMA TABAYA AMANAT,0
PT GEMAREKSA MEKARSARI,1
PT GEMILANG ASIA SEJAHTERA,3
PT GEMILANG BERLIAN INDAH,1
PT GEMILANG EKA DHARMA,1
PT GEMILANG MULIA SENTOSA,1
PT GEMILANG SETIA SEJAHTERA,0
PT GENTA CIPTA ABADI,0
PT GENTING PROPERTI CEMERLANG,3
PT GENTING PROPERTI NUSANTARA,3
PT GEOPERSADA MULIA ABADI,3
PT GEOPRIMA SOLUSI TBK,1
PT GEOSADI,3
PT GEOSERVICES,1
PT GERAK BANGUN UTAMA,0
PT GERBANG MULTI SEJAHTERA,1
PT GERNE INTERNASIONAL,0
PT GESIT ALUMAS,3
PT GHS MARITIM INDONESIA,3
PT GIANT COMMUNICATION,0
PT GIHON TELEKOMUNIKASI INDONESIA TBK,0
PT GILI TIRTA ANUGERAH,0
PT GINTING JAYA ENERGI TBK,3
PT GIORDANO INDONESIA,3
PT GIRDER INDONESIA,1
PT GIVAUDAN INDONESIA,1
PT GL ASIA,1
PT GLITTERINDO PRATAMA,0
PT GLOBAL BARA UNGGUL,3
PT GLOBAL CHEMINDO MEGATRADING,2
PT GLOBAL DIGITAL NIAGA,2
PT GLOBAL DISTRIBUSI NUSANTARA,1
PT GLOBAL DISTRIBUSI PUSAKA,1
PT GLOBAL HANSTAMA JAYA,1
PT GLOBAL JET CARGO,0
PT GLOBAL JET EXPRESS,1
PT GLOBAL KARYA INDONESIA,3
PT GLOBAL LOKET SEJAHTERA,0
PT GLOBAL MAJU ABADI,3
PT GLOBAL MANDIRI PRIMATECH,0
PT GLOBAL MEDIACOM TBK,0
PT GLOBAL METAL TRADING,3
PT GLOBAL MINING SERVICES,3
PT GLOBAL MOBILINDO PERKASA,1
PT GLOBAL NIAGA PRATAMA,3
PT GLOBAL ONKOLAB FARMA,1
PT GLOBAL PRINTPACK INDONESIA,3
PT GLOBAL SATRIA AJI,3
PT GLOBAL SEKAWAN KREASI,0
PT GLOBAL STEVEDORING INDONESIA,3
PT GLOBAL SUKSES SOLUSI TBK,1
PT GLOBAL SYSTECH MEDIKA,0
PT GLOBAL TEKNOLOGI INTEGRASI,1
PT GLOBAL TIKET NETWORK,2
PT GLOBAL TRANS NUSA,1
PT GLOBE KITA TERANG TBK,2
PT GO RENTAL,1
PT GOAUTAMA SINARBATUAH,0
PT GOKOMODO UNITI INDONESIA,1
PT GOLDEN BIRD METRO,1
PT GOLDEN BLOSSOM SUMATRA,3
PT GOLDEN FLOWER TBK,1
PT GOLDEN GREAT BORNEO,0
PT GOLDEN HARVEST COCOA INDONESIA,3
PT GOLDENA MULTI KREASI,3
PT GOOD MOBILE INDONESIA,0
PT GOOGLE CLOUD INDONESIA,1
PT GOOGLE INDONESIA,1
PT GOSYEN PACIFIC SUKSES MAKMUR,1
PT GOSYEN RETAIL INDONESIA,1
PT GOTO GOJEK TOKOPEDIA TBK,2
PT GOWA KENCANA MOTOR,3
PT GPI JABUNG INDONESIA,0
PT GRAB TEKNOLOGI INDONESIA,1
PT GRAHA ANDRASENTRA PROPERTINDO TBK,2
PT GRAHA CAKRAMULIA,3
PT GRAHA CIPTA KHARISMA,1
PT GRAHA ELEKTRINDO PERKASA,3
PT GRAHA FARMA,0
PT GRAHA INVESTAMA MANDIRI,2
PT GRAHA KABELINDO,0
PT GRAHA LAYAR PRIMA TBK,0
PT GRAHA PRIMA MENTARI,3
PT GRAHA SARANA DUTA,1
PT GRAHA SATWA PARAMITA,3
PT GRAHA TUNAS SELARAS,1
PT GRAHA TUNASMEKAR,1
PT GRAMA PRAMESI SIDDHI,1
PT GRAMAR JAYA,1
PT GRAND HOUSE MULIA TBK,3
PT GRAND INDONESIA,2
PT GRAND OUTLET BALI,3
PT GRAND PURI PERSADA,1
PT GRAND TEXTILE INDUSTRY,3
PT GRANT SURYA PONDASI,1
PT GREEN GLOBAL UTAMA,3
PT GREEN PRODUCT INTERNATIONAL,0
PT GREENSTAR ARTEK INDONESIA,3
PT GREENWOOD SEJAHTERA TBK,1
PT GROWTH ASIA,1
PT GROWTH JAVA INDUSTRY,1
PT GS BATTERY,0
PT GTS INTERNASIONAL TBK,0
PT GUDANG USAHA CEMERLANG,3
PT GULBRANDSEN TECHNOLOGIES INDONESIA,3
PT GUNA TIMUR RAYA TBK,0
PT GUNADAYA INTI SEJATI,3
PT GUNANUSA UTAMA FABRICATORS,1
PT GUNUNG MAS GROUP,1
PT GUNUNG MELAYU,1
PT GUNUNG RAJA PAKSI TBK,0
PT GUNUNG SEULAWAH KEMBAR,1
PT GUNUNGMAS SUKSES MAKMUR,1
PT GUNZE SOCKS INDONESIA,1
PT GUONENG MINING INVESTMENT,1
PT HADI PUTRA JAYA,3
PT HAHA BANDUNG SEJAHTERA,3
PT HAIDA AGRICULTURE INDONESIA,1
PT HAIER SALES INDONESIA,1
PT HAILIANG NOVA MATERIAL INDONESIA,3
PT HAJJAH MAHMUDAH,1
PT HAKA POLAR INDONESIA,1
PT HAKAASTON,3
PT HALLIBURTON INDONESIA,3
PT HALMAHERA PERSADA LYGEND,3
PT HAMANROKO,1
PT HAMPARAN KEMILAU INDAH,1
PT HANIL JAYA STEEL,3
PT HANIVEN MULIA SARANA,3
PT HANKOOK TIRE INDONESIA,1
PT HANSURYA STEEL INDONESIA,1
PT HANWA INDONESIA,3
PT HANWHA MINING SERVICES INDONESIA,3
PT HARAFIEL TRI JAYA,1
PT HARAPAN DUTA PERTIWI TBK,0
PT HARAPAN HIBRIDA KALBAR,3
PT HARAPAN JAYA CEMERLANG,3
PT HARDAYA MINING ENERGY,1
PT HARIMAS TUNGGAL PERKASA,3
PT HARKAT TANJUNG MULIA,3
PT HARMONI ARTHA INDONESIA,3
PT HARMONI INSAN BERSAMA,3
PT HARMONI PANCA UTAMA,3
PT HARRISMA DATA CITTA,3
PT HARRISMA INFORMATIKA JAYA,1
PT HARTADINATA ABADI TBK,3
PT HARTONO PLANTATION INDONESIA,1
PT HARUM MANIS SELARAS,3
PT HASANA KARYA,1
PT HASJRAT ABADI,3
PT HASNUR CIPTA KARYA,1
PT HASNUR INTERNASIONAL SHIPPING TBK,3
PT HASNUR JAYA INTERNATIONAL,3
PT HASTA PANCA MANDIRI UTAMA,3
PT HAVI INDONESIA,0
PT HEIN GLOBAL UTAMA,3
PT HENKEL INDONESIEN,0
PT HENSEL DAVEST INDONESIA TBK,3
PT HERAFIKA,0
PT HERBALIFE INDONESIA,3
PT HEXINDO ADIPERKASA TBK,0
PT HEXPHARM JAYA LABORATORIES,0
PT HIDROFLEX INDONESIA,0
PT HIDUP BARU PERDANA ABADI,1
PT HIJAU LESTARI RAYA FIBREBOARD,0
PT HILLCONJAYA SAKTI TBK,0
PT HIMALAYA ENERGI PERKASA TBK,2
PT HINO MOTORS MANUFACTURING INDONESIA,3
PT HINO MOTORS SALES INDONESIA,0
PT HIRONG METAL TRADING,0
PT HIT PENTABENUA,1
PT HOKKAN DELTAPACK INDUSTRI,1
PT HOKKAN INDONESIA,1
PT HOME TESTER INDONESIA,0
PT HON CHUAN INDONESIA,1
PT HONDA PROSPECT MOTOR,1
PT HORMEL GARUDAFOOD JAYA,1
PT HOTEL FITRA INTERNATIONAL TBK,1
PT HOWDEN INSURANCE BROKERS INDONESIA,0
PT HUA CHIN ALUMINUM INDONESIA,3
PT HUA HONG ELECTRICAL INDONESIA,1
PT HUAFEI NICKEL COBALT,0
PT HUAKE NICKEL INDONESIA,0
PT HUAWEI TECH INVESTMENT,3
PT HUAYUE NICKEL COBALT,0
PT HUDAYA MAJU MANDIRI,3
PT HUME SAKTI INDONESIA,1
PT HUTAMA KARYA INFRASTRUKTUR,3
PT HUTAMA MARGA WASKITA,3
PT HUTAN RINDANG BANUA,3
PT HYPER DIGITAL ENGINEERING NUSANTARA,1
PT ICHIKO AGRO LESTARI,3
PT ICI INDONESIA,3
PT ICI PAINTS INDONESIA,1
PT IDEA ASIA INVESTAMA,3
PT IDEA INDONESIA AKADEMI TBK,0
PT IDEXPRESS LOGISTIK INDONESIA,0
PT IDMARCO PERKASA INDONESIA,1
PT IDT TRANS AGENCY,0
PT IEG OILFIELD INDONESIA,1
PT IFISHDECO TBK,1
PT IFORTE SOLUSI INFOTEK,1
PT IHI POWER SERVICE INDONESIA,1
PT IKAGRIYA DARMAPERSADA,1
PT ILUVA GRAVURE INDUSTRY,1
PT IMAGO MULIA PERSADA TBK,1
PT IMC PELITA LOGISTIK TBK,2
PT IMCD INDONESIA,3
PT IMECON ANUGERAH PERKASA,3
PT IMPACK PRATAMA INDUSTRI TBK,3
PT INBISCO NIAGATAMA SEMESTA,0
PT INDAH CUP SUKSES MAKMUR,3
PT INDAH JAYA TEXTILE INDUSTRY,2
PT INDESSO AROMA,1
PT INDEXIM COALINDO,1
PT INDO AGRO INTERNATIONAL,3
PT INDO FORMOSA TRADING,0
PT INDO FUDONG KONSTRUKSI,1
PT INDO GLOBAL CENTRALINDO,1
PT INDO GLOBAL TRAKTOR,1
PT INDO KIDA PLATING,1
PT INDO KOMODITI KORPORA TBK,1
PT INDO LOG ONE,0
PT INDO MITRA PRATAMA,3
PT INDO OIL PERKASA TBK,1
PT INDO RETREADING AND TIRE SERVICES,3
PT INDO SUKSES SENTRA USAHA,1
PT INDO-RAMA SYNTHETICS TBK,1
PT INDOCHEMICAL CITRA KIMIA,3
PT INDOFARMA GLOBAL MEDIKA,3
PT INDOGOLD MAKMUR SEJAHTERA,3
PT INDOGRAHA NUSASARANA,3
PT INDOGUNA UTAMA,1
PT INDOINTERNET TBK,1
PT INDOJOY FORTUNA,1
PT INDOKARYA INTERNUSA,3
PT INDOLAB DIAGNOSTIK UTAMA,3
PT INDOLAKTO,2
PT INDOMARCO ADI PRIMA,3
PT INDOMARCO PRISMATAMA,3
PT INDOMARCO PRISMATAMA (IPT),3
PT INDOMEDIA OUTDOOR,0
PT INDOMOBIL BUSSAN TRUCKING,0
PT INDOMOBIL MULTI JASA TBK,1
PT INDOMOBIL MULTI TRADA,1
PT INDOMOBIL PRIMA ENERGI,1
PT INDONESIA COMNETS PLUS,1
PT INDONESIA FIBREBOARD INDUSTRY TBK,0
PT INDONESIA GUANG CHING NICKEL AND STAINLESS STEEL INDUSTRY,1
PT INDONESIA KENDARAAN TERMINAL TBK,3
PT INDONESIA LOGAM PRATAMA,0
PT INDONESIA MULTI COLOUR PRINTING,3
PT INDONESIA NANYA INDAH PLASTICS,0
PT INDONESIA PONDASI RAYA TBK,3
PT INDONESIA PRATAMA,3
PT INDONESIA RUIPU NICKEL AND CHROME ALLOY,1
PT INDONESIA TSINGSHAN STAINLESS STEEL,1
PT INDONESIA VODA STEEL,3
PT INDONESIAN TOOLING TECHNOLOGY,3
PT INDONUSA TELEMEDIA,1
PT INDOPALMA AGRO PERSADA,1
PT INDOPRIMA GEMILANG ENGINEERING,1
PT INDOPRIMA INVESTAMA,2
PT INDORITEL MAKMUR INTERNASIONAL TBK,3
PT INDOSALUYU PRIMAJAYA,0
PT INDOSAN BERKAT BERSAMA,0
PT INDOSAT TBK,0
PT INDOTRANS SEJAHTERA,3
PT INDOTRUCK UTAMA,3
PT INDOVISI SUKSES MANDIRI,1
PT INDRA ANGKOLA ENERGY,0
PT INDRAMAS ENVIRO KARYA,1
PT INDUSTRI JAMU DAN FARMASI SIDO MUNCUL TBK,3
PT INEOS AROMATICS INDONESIA,1
PT INFERCO,3
PT INFINISIA SUMBER SEMESTA,3
PT INFINITY DISTRO,3
PT INFOMEDIA NUSANTARA,3
PT INFRACOM TECHNOLOGY,0
PT INFRAFORCE EQUIPMENT,3
PT INFRASTRUKTUR BISNIS SEJAHTERA,1
PT INFRASTRUKTUR TELEKOMUNIKASI INDONESIA,3
PT INFRATEK MAKMUR BERSAMA,1
PT INKOTE INDONESIA,3
PT INLIFE,1
PT INNOVASI DIAGNOSTIKA,3
PT INOCYCLE TECHNOLOGY GROUP TBK,1
PT INOVA DUAPULUH DUAPULUH,3
PT INOVASI ALCO PANEL,3
PT INOVASI LINTAS MEDIA,3
PT INOVASI RITEL INDONESIA,3
PT INSPIRASI BISNIS NUSANTARA,0
PT INTAN BARU PRANA TBK,1
PT INTAN PERSADA,1
PT INTAN SIAK LESTARI,3
PT INTEGRA INDOCABINET TBK,0
PT INTEGRIYA DEKORINDO,0
PT INTER PARIWARA GLOBAL,1
PT INTER WORLD STEEL MILLS INDONESIA,0
PT INTERBAT,3
PT INTERFLEX SEJAHTERA PERDANA,0
PT INTERLOCK KARYA BERJAYA,0
PT INTERMEDIA CAPITAL TBK,2
PT INTERNASIONAL PRIMA NIAGA,1
PT INTERNATIONAL PACKAGING MANUFACTURING,0
PT INTERNUX,0
PT INTERPORT MANDIRI UTAMA,3
PT INTERTREND UTAMA,0
PT INTERUNION INDONESIA,3
PT INTI ANUGERAH PRATAMA,2
PT INTI BANGUN BUANA LESTARI,1
PT INTI CAHAYA BURLIAN,1
PT INTI CAKRAWALA CITRA (ICC),3
PT INTI DAYA BARU AGRO,0
PT INTI INDOSAWIT SUBUR,1
PT INTI MAKMUR MEDITAMA,3
PT INTI MURNI KENCANA,3
PT INTI PRATAMA PERMAI,1
PT INTI PRIMA,0
PT INTIBENUA PERKASATAMA,3
PT INTIKEMAS PUTRA MAKMUR,1
PT INTIKOM BERLIAN MUSTIKA,1
PT INTIM PUTRA PERKASA,3
PT INTINIAGA SUKSES ABADI,3
PT INTINIAGA UNGGUL NUSANTARA,1
PT INTINUSA TEKNIK SEJAHTERA,3
PT INTIRODA MAKMUR,3
PT INTISEL PRODAKTIFAKOM,1
PT INTISUMBER BAJASAKTI,3
PT INTRACO PENTA WAHANA,0
PT IRC GAJAH TUNGGAL MANUFACTURING INDONESIA,3
PT ISPAT BUKIT BAJA,0
PT ISPAT INDO,2
PT ISS FACILITY SERVICES,3
PT ISS INDONESIA,3
PT ISUZU ASTRA MOTOR INDONESIA,1
PT ISUZU ASTRA MOTOR INDONESIA (DH PT PANTJA MOTOR),1
PT ITAMA RANORAYA TBK,0
PT IVATAMA TEKNOLOGI,3
PT IVO MAS TUNGGAL,0
PT IVORY FORTUNER MAS,1
PT IWACO JAYA ABADI,3
PT JAG KARYA LOGISTIK,1
PT JAGA CITRA INTI,3
PT JAGONYA MUSIK DAN SPORT INDONESIA,3
PT JAKARANA TAMA,3
PT JAKARTA FILM STUDIO,1
PT JAKPON MITRA SELARAS,0
PT JAKSON NIAGATAMA,3
PT JAMBI SUMBER BARA UTAMA,0
PT JANKAMADI GRIYASARANA,3
PT JANTI SARANA MATERIAL BETON,1
PT JARINGAN KOMUNIKASI LINTAS DATA,3
PT JASA ARMADA INDONESIA TBK,1
PT JASA BOGA RAYA,0
PT JASA MARGA TBK,1
PT JASA PUTERA PERKASA,1
PT JASA SEMESTA UTAMA,1
PT JASAMARGA JAPEK SELATAN,1
PT JASAMARGA JOGJA BAWEN,1
PT JASAMARGA PROBOLINGGO BANYUWANGI,1
PT JASNITA TELEKOMINDO TBK,1
PT JASUINDO INFORMATIKA PRATAMA,1
PT JATIM TAMAN STEEL MANUFACTURING,1
PT JAVABICA ANEKA RESOURCES,1
PT JAVAS DARPA PARAMA,3
PT JAWA SATU POWER,1
PT JAYA AGRINDO,0
PT JAYA BERDIKARI CIPTA,0
PT JAYA BUMI CAKRAWALA,3
PT JAYA DIGITAL PROPERTI,3
PT JAYA DISTRIBUSI RITEL,2
PT JAYA ENGINEERING TECHNOLOGY,3
PT JAYA PERKASA AUTO INDONESIA,3
PT JAYA PRIMA AGUNG,1
PT JAYA PUTRA PANIPAHAN,3
PT JAYA SELAMAT ABADIRAYA,3
PT JAYA SUKSES MAKMUR SENTOSA TBK,2
PT JAYA SWARASA AGUNG TBK,1
PT JAYA TRISHINDO TBK,1
PT JAYA WIRA MANGGALA,1
PT JAYATAMA SELARAS,3
PT JCO DONUT & COFFEE,1
PT JDSPORTS FASHION INDONESIA,1
PT JELAJAH DATA SEMESTA,1
PT JENINDO PRAKARSA,1
PT JEWELRY DESIGN SERVICES,3
PT JGC INDONESIA,3
PT JHONLIN AGRO RAYA TBK,3
PT JHONLIN BARATAMA,1
PT JHONLIN GROUP,1
PT JIMBARAN HIJAU INVESTA,0
PT JIMBARAN HILLTOWN,0
PT JINGDONG INDONESIA PERTAMA,0
PT JINGGA UNGGUL LOHJINAWI,3
PT JLM AUTO INDONESIA,0
PT JM MUTU UTAMA,1
PT JOGJASOLO MARGA MAKMUR,0
PT JOHNSON & JOHNSON INDONESIA,0
PT JOLIN SAPTA MEDIKA,3
PT JOTUN INDONESIA,3
PT JSI SINERGI MAS,3
PT JUARA INDONESIA,2
PT JUI SHIN INDONESIA,1
PT KABULINCO JAYA,0
PT KADAKA ADHI LOGISTIK,1
PT KAHATEX,0
PT KALBA INDO JAYA SEMESTA,0
PT KALBE BLACKMORES NUTRITION,0
PT KALBIO GLOBAL MEDIKA,1
PT KALDU SARI NABATI INDONESIA,3
PT KALENG RAYA INDONESIA,3
PT KALIANDA GOLDEN BUNKER,3
PT KALIBAN BANGUN PRAKARSA,0
PT KALIBESAR RAYA UTAMA,3
PT KALIMANTAN CITRA BARA,2
PT KALIMANTAN FERRO INDUSTRY,3
PT KALIMANTAN PRIMA PERSADA,1
PT KALIMANTAN SUBUR PERMAI,1
PT KALIMANTAN SUBUR SAWIT,3
PT KALINGGA MURDA PRATAMA,1
PT KALIRAYA SARI,3
PT KALTIM MULTI TRAKTOR,0
PT KALTIM NITRATE INDONESIA,3
PT KALTIM PRIMA COAL,2
PT KAMADJAJA LOGISTICS,1
PT KAO INDONESIA CHEMICALS,3
PT KAPUAS MUSI MADELYN,1
PT KAPUAS PRIMA COAL TBK,0
PT KAPUAS TUNGGAL PERSADA,1
PT KAPUK PANGAN SENTOSA,0
PT KARA SANTAN PERTAMA,0
PT KARBON KULINER INDONESIA,1
PT KARTIKA CEMERLANG,1
PT KARTIKA SELABUMI MINING,1
PT KARUNIA BERLIAN MAKMUR,1
PT KARUNIA MAKMUR SELARAS,0
PT KARUNIA MULTIFINANCE,0
PT KARUNIA PERMAI SENTOSA,3
PT KARUNIA UNGGUL SEMESTA,1
PT KARYA AGUNG ABADI,1
PT KARYA AGUNG RETAIL,3
PT KARYA BAHANA BERLIAN,1
PT KARYA BAHANA UNIGAM,1
PT KARYA BUMI PRIMA,1
PT KARYA CAKRA MANDIRI,1
PT KARYA CIPTA BANGUN MANDIRI,3
PT KARYA CIPTA KREASI,3
PT KARYA DIGITAL MADANI,1
PT KARYA HALIM SAMPOERNA,0
PT KARYA INDAH MULTIGUNA,0
PT KARYA INDAH PESONA,3
PT KARYA JAYA SAMUDERA,1
PT KARYA KEMBAR BERSAMA,1
PT KARYA KHARISMA MANDIRI,1
PT KARYA KHARISMA SENTOSA,3
PT KARYA LAUTAN ABADI,0
PT KARYA LINTAS SEJAHTERA,0
PT KARYA MANUNGGAL PRAKARSA,3
PT KARYA MITRA ANDALAN,1
PT KARYA MULTI SOLUSI,0
PT KARYA NADISO UTAMA,0
PT KARYA PACIFIC SHIPPING,1
PT KARYA PALMALINDO ANUGERAH,3
PT KARYA PANGAN SEJAHTERA,3
PT KARYA SUMIDEN INDONESIA,3
PT KARYA TANAH SUBUR,3
PT KARYA TEKNIK UTAMA,1
PT KARYABADI SAMASEJATI,0
PT KARYAINDAH ALAM SEJAHTERA,1
PT KARYAWAJA EKAMULIA,1
PT KASIH ANUGERAH KHARISMA,3
PT KATRINA LUXINDO,0
PT KAVINDO,0
PT KAWAN LAMA SEJAHTERA,3
PT KAWASAN BERIKAT NUSANTARA,3
PT KAWASAN INDUSTRI BANYUASIN RAYA,3
PT KAYAN PLANTATION,1
PT KAYU LAPIS ASLI MURNI,1
PT KAYU LIMA SEJAHTERA,1
PT KAYUNG AGRO LESTARI,1
PT KEDAP SAYAAQ,0
PT KEDAWUNG SUBUR,1
PT KEDOYA ADYARAYA TBK,1
PT KEJORA PRATAMA MINERAL,1
PT KEMAKMURAN BERKAH TIMBER,3
PT KEMAL JAYA PERKASA,0
PT KEMALA SHIPPING,0
PT KEMBAR ABADI UTAMA,1
PT KEMBAR JAYA ABADI,1
PT KEMILAU PERMATA SAWIT,3
PT KENCANA ENERGI LESTARI TBK,0
PT KENCANA SUBUR SEJAHTERA,0
PT KEP INDONESIA,3
PT KERETA API LOGISTIK,0
PT KERETA CEPAT INDONESIA CHINA,0
PT KERETA COMMUTER INDONESIA,3
PT KERINCI MERANGIN HIDRO,3
PT KERTA ANGGUR SEJAHTERA,3
PT KERTAS NUSANTARA,0
PT KERTOPATEN KENCANA,1
PT KETAPANG AGRO LESTARI,1
PT KETROSDEN TRIASMITRA TBK,1
PT KEVA COSMETICS INTERNASIONAL,2
PT KEZA LINTAS BUANA,3
PT KHARISMA ARYA PAKSI,0
PT KHARISMA INTERPLAST PRATAMA,3
PT KHARISMA KARYA PERTIWI,3
